molecule_chembl_id	pref_name	canonical_smiles	MW
CHEMBL1085	ACETOPHENAZINE	CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	411.5710000000001
CHEMBL1086	DIBUCAINE	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	343.471
CHEMBL1087	MEPIVACAINE	Cc1cccc(C)c1NC(=O)C1CCCCN1C	246.35399999999996
CHEMBL1088	MESORIDAZINE	CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21	386.5860000000001
CHEMBL1090	VIDARABINE	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	267.245
CHEMBL90593	PRASTERONE	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	288.43100000000004
CHEMBL1091	HYDROCORTISONE ACETATE	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	404.5030000000002
CHEMBL1092	TRIHEXYPHENIDYL HYDROCHLORIDE	Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1	337.93500000000023
CHEMBL1093	ARTICAINE	CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC	284.38100000000003
CHEMBL1094	FELBAMATE	NC(=O)OCC(COC(N)=O)c1ccccc1	238.24300000000002
CHEMBL1095	ETHOTOIN	CCN1C(=O)NC(c2ccccc2)C1=O	204.22899999999998
CHEMBL1096	AMLEXANOX	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	298.298
CHEMBL94081	ALCLOFENAC	C=CCOc1ccc(CC(=O)O)cc1Cl	226.659
CHEMBL1098	BUPIVACAINE	CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	288.43500000000006
CHEMBL1101	BIPERIDEN	OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2	311.46900000000005
CHEMBL1102	GLUTETHIMIDE	CCC1(c2ccccc2)CCC(=O)NC1=O	217.26799999999992
CHEMBL1103	FURAZOLIDONE	O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1	225.16
CHEMBL1106	EPINASTINE	NC1=NCC2c3ccccc3Cc3ccccc3N12	249.31699999999998
CHEMBL1108	DROPERIDOL	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	379.4350000000002
CHEMBL94454	MIZOLASTINE	CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1	432.5030000000002
CHEMBL1109	SULFAPHENAZOLE	Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	314.37000000000006
CHEMBL1110	ALOSETRON	Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O	294.35800000000006
CHEMBL94394	BUFEXAMAC	CCCCOc1ccc(CC(=O)NO)cc1	223.272
CHEMBL316561	PROGLUMIDE	CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1	334.41600000000005
CHEMBL1111	AMBRISENTAN	COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O	378.4280000000001
CHEMBL1112	ARIPIPRAZOLE	O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	448.39400000000006
CHEMBL1113	AMOXAPINE	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	313.788
CHEMBL1117	IDARUBICIN	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O	497.5000000000002
CHEMBL1118	DESVENLAFAXINE	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1	263.381
CHEMBL319144	MINODRONIC ACID	O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O	322.15000000000003
CHEMBL328190	LASOFOXIFENE	Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1	413.5610000000004
CHEMBL317052	REGADENOSON ANHYDROUS	CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1	390.36000000000007
CHEMBL329522	EXIFONE	O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O	278.216
CHEMBL99946	LEVOMILNACIPRAN	CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN	246.35399999999998
CHEMBL317094	IMIDAPRIL	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O	405.45100000000025
CHEMBL100116	PENTAZOCINE	CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C	285.43100000000004
CHEMBL1123	DICYCLOMINE	CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	309.4940000000001
CHEMBL1126	PENICILLIN G SODIUM	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]	356.3790000000001
CHEMBL1128	EDROPHONIUM CHLORIDE	CC[N+](C)(C)c1cccc(O)c1.[Cl-]	201.69699999999997
CHEMBL1129	TRIFLURIDINE	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F	296.20099999999996
CHEMBL1131	ACITRETIN	COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C	326.4360000000001
CHEMBL1133	OXYBUTYNIN CHLORIDE	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl	393.9550000000002
CHEMBL1134	DECAMETHONIUM BROMIDE	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]	418.3019999999999
CHEMBL1138	EZETIMIBE	O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1	409.4320000000001
CHEMBL1139	EPOPROSTENOL	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O	352.471
CHEMBL418995	AMINEPTINE	O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21	337.46300000000014
CHEMBL1144	PRAVASTATIN	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	424.5340000000002
CHEMBL1148	TORSEMIDE	Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1	348.4280000000001
CHEMBL1152	PREDNISOLONE ACETATE	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	402.48700000000014
CHEMBL110691	CHLORMADINONE ACETATE	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	404.9340000000003
CHEMBL1159	PINACIDIL ANHYDROUS	CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C	245.33
CHEMBL1162	NORETHINDRONE	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	298.42600000000004
CHEMBL1165	MOEXIPRIL	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O	498.5760000000004
CHEMBL1167	SPECTINOMYCIN	CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O	332.353
CHEMBL1168	RAMIPRIL	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21	416.5180000000003
CHEMBL419213	LISINOPRIL	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O	441.5250000000003
CHEMBL1170	TESTOSTERONE PROPIONATE	CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	344.4950000000001
CHEMBL117287	PRUCALOPRIDE	COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1	367.8770000000003
CHEMBL1172	DESLORATADINE	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1	310.8280000000001
CHEMBL333826	DEQUALINIUM	Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21	456.6780000000002
CHEMBL1175	DULOXETINE	CNCC[C@H](Oc1cccc2ccccc12)c1cccs1	297.423
CHEMBL117785	TETRABENAZINE	COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2	317.4290000000001
CHEMBL1185	ZOLMITRIPTAN	CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12	287.36299999999994
CHEMBL1190	DECAMETHONIUM	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	258.4939999999999
CHEMBL338802	SULFAGUANIDINE	N=C(N)NS(=O)(=O)c1ccc(N)cc1	214.25
CHEMBL1191	SULFAMETHIZOLE	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1	270.339
CHEMBL1193	PHENIRAMINE	CN(C)CCC(c1ccccc1)c1ccccn1	240.35000000000002
CHEMBL1194	PRILOCAINE	CCCNC(C)C(=O)Nc1ccccc1C	220.316
CHEMBL1195	PROPOXYCAINE	CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC	294.39500000000004
CHEMBL1196	PROPARACAINE	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N	294.3949999999999
CHEMBL1197	HEXYLCAINE	CC(CNC1CCCCC1)OC(=O)c1ccccc1	261.365
CHEMBL1198	PRAMOXINE	CCCCOc1ccc(OCCCN2CCOCC2)cc1	293.4069999999999
CHEMBL1200	BENOXINATE	CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N	308.42199999999997
CHEMBL1201	THIOTHIXENE	CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1	443.63800000000026
CHEMBL1202	CIPROFLOXACIN HYDROCHLORIDE	Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	367.8080000000001
CHEMBL1206	ETHOPROPAZINE	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	312.482
CHEMBL1208	CINOXACIN	CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	262.22099999999995
CHEMBL1214	CARBENICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	378.4060000000001
CHEMBL340978	BENOXAPROFEN	CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1	301.729
CHEMBL1218	RAMELTEON	CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3	259.34899999999993
CHEMBL1219	RABEPRAZOLE	COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C	359.451
CHEMBL1220	TINIDAZOLE	CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C	247.27599999999998
CHEMBL1221	SULCONAZOLE	Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	397.75800000000015
CHEMBL135400	ZOPICLONE	CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	388.8150000000001
CHEMBL1223	PENICILLIN G POTASSIUM	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]	372.4870000000001
CHEMBL1224	ACRIVASTINE	Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1	348.446
CHEMBL344159	TOLVAPTAN	Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1	448.9500000000001
CHEMBL1228	OXYPHENBUTAZONE ANHYDROUS	CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O	324.38000000000005
CHEMBL1229	OSELTAMIVIR	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	312.41
CHEMBL139367	PERAMIVIR ANHYDROUS	CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N	328.413
CHEMBL1231	OXYBUTYNIN	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	357.4940000000002
CHEMBL1232	ERTAPENEM SODIUM	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+]	497.5050000000002
CHEMBL1233	CARISOPRODOL	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	260.334
CHEMBL1237	LISINOPRIL ANHYDROUS	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O	405.49500000000023
CHEMBL1239	BENZYL BENZOATE	O=C(OCc1ccccc1)c1ccccc1	212.248
CHEMBL1240	PROPANTHELINE BROMIDE	CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]	448.4010000000001
CHEMBL1241	TRIPELENNAMINE	CN(C)CCN(Cc1ccccc1)c1ccccn1	255.36500000000004
CHEMBL1242	PHENAZOPYRIDINE	Nc1ccc(/N=N/c2ccccc2)c(N)n1	213.24400000000003
CHEMBL141305	CYCLOFENIL	CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	364.44100000000003
CHEMBL139877	SULFACARBAMIDE	NC(=O)NS(=O)(=O)c1ccc(N)cc1	215.234
CHEMBL1243	SULFABENZAMIDE	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1	276.317
CHEMBL142703	VILDAGLIPTIN	N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	303.4060000000001
CHEMBL142635	NAFTOPIDIL	COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001
CHEMBL1262	OXICONAZOLE	Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	429.1340000000001
CHEMBL1263	SALMETEROL	OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O	415.57400000000007
CHEMBL1265	ADAPALENE	COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2	412.5290000000003
CHEMBL146095	GLAFENINE	O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12	372.80800000000005
CHEMBL1266	TETRAHYDROZOLINE	c1ccc2c(c1)CCCC2C1=NCCN1	200.285
CHEMBL1271	PENTOLINIUM	C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1	240.4349999999999
CHEMBL1272	REPAGLINIDE	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	452.5950000000003
CHEMBL1274	NILUTAMIDE	CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	317.223
CHEMBL1275	PERGOLIDE MESYLATE	CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O	410.6050000000002
CHEMBL1278	NARATRIPTAN	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	335.4730000000001
CHEMBL1279	FROVATRIPTAN	CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	243.30999999999997
CHEMBL1280	VERAPAMIL HYDROCHLORIDE	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl	491.0720000000002
CHEMBL149972	PHENOBARBITAL SODIUM	CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]	254.22099999999995
CHEMBL1282	IMIQUIMOD	CC(C)Cn1cnc2c(N)nc3ccccc3c21	240.30999999999997
CHEMBL348000	CINCHOPHEN	O=C(O)c1cc(-c2ccccc2)nc2ccccc12	249.269
CHEMBL1289	HALOPROGIN	Clc1cc(Cl)c(OCC#CI)cc1Cl	361.39300000000003
CHEMBL1290	PENBUTOLOL	CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1	291.4350000000001
CHEMBL152684	BECLOBRATE	CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1	346.85400000000004
CHEMBL1291	METIPRANOLOL	CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C	309.40600000000006
CHEMBL1292	CLOFAZIMINE	CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	473.40700000000015
CHEMBL1294	QUINIDINE	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	324.4240000000001
CHEMBL1295	BUTOCONAZOLE	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1	411.7850000000001
CHEMBL1297	FENOPROFEN	CC(C(=O)O)c1cccc(Oc2ccccc2)c1	242.274
CHEMBL170	QUININE	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12	324.4240000000001
CHEMBL346235	DIAMTHAZOLE DIHYDROCHLORIDE	CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1.Cl.Cl	366.358
CHEMBL1301	HYDROXYSTILBAMIDINE	N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1	280.33099999999996
CHEMBL1303	ROTIGOTINE	CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1	315.482
CHEMBL1305	ANTAZOLINE	c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1	265.36
CHEMBL1316	CARPROFEN	CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12	273.719
CHEMBL159226	MOXISYLYTE	CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C	279.38
CHEMBL1321	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	221.304
CHEMBL1324	TOLCAPONE	Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1	273.24399999999997
CHEMBL1336	SORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	464.83100000000013
CHEMBL167731	PIXANTRONE	NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O	325.372
CHEMBL1337	NITISINONE	O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]	329.2300000000001
CHEMBL170988	PHENFORMIN	N=C(N)NC(=N)NCCc1ccccc1	205.26500000000001
CHEMBL1345	GUANETHIDINE MONOSULFATE	N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O	296.393
CHEMBL1346	DARIFENACIN	NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	426.5600000000003
CHEMBL175247	ORLISTAT	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	495.7450000000004
CHEMBL175691	RILPIVIRINE	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	366.4280000000001
CHEMBL1349	VALACYCLOVIR	CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21	324.341
CHEMBL1350	TILUDRONIC ACID	O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O	318.61100000000005
CHEMBL178803	BLONANSERIN	CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1	367.51200000000034
CHEMBL361812	RAMATROBAN	O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2	416.4740000000002
CHEMBL1355	SODIUM CITRATE	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]	258.06899999999996
CHEMBL1359	ERTAPENEM	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12	475.52300000000025
CHEMBL174	AMPICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O	349.4120000000001
CHEMBL1363	ARFORMOTEROL	COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1	344.41100000000006
CHEMBL363295	TERODILINE	CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C	281.44300000000004
CHEMBL439849	VILAZODONE	N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1	441.5350000000002
CHEMBL1370	BUDESONIDE	CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	430.5410000000002
CHEMBL188952	PIRPROFEN	CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1	251.71299999999997
CHEMBL361497	ARTESUNATE	C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	384.4250000000002
CHEMBL188921	BUFLOMEDIL	COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1	307.39
CHEMBL187709	TRIPARANOL	CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1	438.01100000000014
CHEMBL191083	METHYLENE BLUE CATION	CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1	284.408
CHEMBL1373	MODAFINIL	NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1	273.357
CHEMBL435298	ESFLURBIPROFEN	C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1	244.265
CHEMBL175	DEXIBUPROFEN	CC(C)Cc1ccc([C@H](C)C(=O)O)cc1	206.28499999999997
CHEMBL190461	CANNABIDIOL	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	314.469
CHEMBL189963	PALBOCICLIB	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O	447.54300000000035
CHEMBL1377	PROGUANIL	CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	253.73700000000002
CHEMBL1378	THIETHYLPERAZINE	CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2	399.62900000000013
CHEMBL193240	ROFLUMILAST	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	403.21200000000016
CHEMBL1380	ABACAVIR	Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1	286.33900000000006
CHEMBL1382	TOLTERODINE	Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	325.496
CHEMBL426084	SAMIDORPHAN	NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3	370.4490000000002
CHEMBL1384	KANAMYCIN	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O	484.50300000000016
CHEMBL197084	TROFINETIDE	C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN	315.3260000000001
CHEMBL193482	ESTRIOL	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O	288.38699999999994
CHEMBL1387	NORETHYNODREL	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C	298.42600000000004
CHEMBL1388	MONOBENZONE	Oc1ccc(OCc2ccccc2)cc1	200.23700000000002
CHEMBL1389	LEVONORGESTREL	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	312.4530000000001
CHEMBL1393	SPIRONOLACTONE	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12	416.58300000000025
CHEMBL1395	METHYLTESTOSTERONE	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	302.458
CHEMBL198362	RIVAROXABAN	O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1	435.8890000000001
CHEMBL370805	COCAINE	COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	303.35800000000006
CHEMBL1399	ANASTROZOLE	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1	293.374
CHEMBL1401	NITAZOXANIDE	CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1	307.28700000000003
CHEMBL201960	PYROVALERONE	CCCC(C(=O)c1ccc(C)cc1)N1CCCC1	245.36599999999993
CHEMBL204656	ELVITEGRAVIR	COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C	447.8900000000002
CHEMBL1404	RANOLAZINE	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	427.5450000000002
CHEMBL1405	ESTRONE	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	270.37199999999996
CHEMBL205596	CHOLIC ACID	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	408.5790000000002
CHEMBL1409	FLUVOXAMINE MALEATE	COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O	434.4110000000001
CHEMBL207538	BREXANOLONE	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	318.5010000000001
CHEMBL1413	CICLOPIROX	Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273
CHEMBL211471	NEOSTIGMINE METHYLSULFATE	CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]	334.394
CHEMBL1419	SIBUTRAMINE	CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1	279.8550000000001
